Name,Restaurant_Type,Address,Zip_Code,Phone
Gloria Empanadas,Argentinisches Restaurant,Danziger Str. 17,10435 Berlin–Prenzlauer Berg,None
Go Bento,Japanisches Restaurant,Stubbenkamer Str. 5,10437 Berlin–Prenzlauer Berg,(0176) 236 626 93
Goa II,Indisches Restaurant,Gleimstr. 17-18,10437 Berlin–Prenzlauer Berg,(030) 975 965 3
Green Banana Vietnamese Cuisine,Vietnamesisches Restaurant,Knaackstr. 24,10405 Berlin–Prenzlauer Berg,None
Grindhouse Homemade Burgers,Burger,Kollwitzstr. 50,10405 Berlin–Prenzlauer Berg,(030) 443 083 53
Gugelhof,Franzoesisches Restaurant,Knaackstr. 37,10435 Berlin–Prenzlauer Berg,(030) 442 922 9
Ha-An,Sushirestaurant,Kastanienallee 18,10435 Berlin–Prenzlauer Berg,None
Habba Habba,Arabisches Restaurant,Kastanienallee 15,10437 Berlin–Prenzlauer Berg,(030) 367 457 26
Hatoki,Asiatisches Restaurant,Grelltr. 75,10409 Berlin–Prenzlauer Berg,(030) 498 546 15
Herr Rossi,Italienisches Restaurant,Winsstr. 11,10405 Berlin–Prenzlauer Berg,(030) 530 610 77
Himalaya,Indisches Restaurant,Lychener Str. 3,10437 Berlin–Prenzlauer Berg,(030) 442 217 8
Hirsch & Eber,Internationales Restaurant,Kollwitzstr. 87,10435 Berlin–Prenzlauer Berg,None
Hot Dog World,Imbiss,Kastanienallee 102,10435 Berlin–Prenzlauer Berg,(030) 440 172 77
Houdini,Indisches Restaurant,Lychener Str. 35,10437 Berlin–Prenzlauer Berg,(030) 484 954 14
Hum Vegan Cuisine,Veganes Restaurant,Raumerstr. 38,10437 Berlin–Prenzlauer Berg,(030) 897 507 78
Marcos Schäwe,Kantine,Am Friedrichshain 22,10407 Berlin–Prenzlauer Berg,(030) 437 700 77
I Due Forni,Pizzeria,Schönhauser Allee 12,10119 Berlin–Prenzlauer Berg,(030) 440 173 33
Iimori Ramen,Japanisches Restaurant,Mulackstr. 29,10119 Berlin–Prenzlauer Berg,(030) 339 051 88
Ilsebill,Internationales Restaurant,Kastanienallee 100,10435 Berlin–Prenzlauer Berg,None
Jalla Jalla,Libanesisches Restaurant,Kopenhagener Str. 4,10437 Berlin–Prenzlauer Berg,None
Juki,Koreanisches Restaurant,Lychener Str. 13,10437 Berlin–Prenzlauer Berg,(030) 443 246 36
Kanaan,Arabisches Restaurant,Schliemannstr. 15,10437 Berlin–Prenzlauer Berg,None
Khushi,Indisches Restaurant,Kollwitzstr. 37,10405 Berlin–Prenzlauer Berg,(030) 484 937 91
Kiezkantine,Kantine,Oderberger Str. 50,10435 Berlin–Prenzlauer Berg,(030) 448 448 4
Knofel - Das Knoblauchrestaurant,Deutsches Restaurant,Wichertstr. 33a,10439 Berlin–Prenzlauer Berg,None
Kochu Karu,Fusion Restaurant,Eberswalder Str. 35,10437 Berlin–Prenzlauer Berg,(030) 809 381 91
Koempul - H & S Corporation GmbH,Indonesisches Restaurant,Lychener Str. 6,10437 Berlin–Prenzlauer Berg,(0176) 556 686 41
Kohlenquelle,Bistro,Kopenhagener Str. 16,10437 Berlin–Prenzlauer Berg,(030) 440 179 61
Koi 56,Asiatisches Restaurant,Kollwitzstr. 56,10405 Berlin–Prenzlauer Berg,(030) 400 568 30
Kokio,Koreanisches Restaurant,Hagenauer Str. 9,10435 Berlin–Prenzlauer Berg,None
Kong Vegan 385,Veganes Restaurant,Kollwitzstr. 48,10405 Berlin–Prenzlauer Berg,None
Konnopke's Imbiss,Imbiss,Schönhauser Allee 44b,10435 Berlin–Prenzlauer Berg,(030) 442 776 5
Korea-Haus,Koreanisches Restaurant,Danziger Str. 195,10407 Berlin–Prenzlauer Berg,(030) 423 344 1
Korean Food Stories,Koreanisches Restaurant,Prenzlauer Alle 217,10405 Berlin–Prenzlauer Berg,(030) 546 307 66
Kreuzburger,Burger,Pappelallee 19,10437 Berlin–Prenzlauer Berg,(030) 746 957 37
Krishna,Indisches Restaurant,Danziger Str. 20,10435 Berlin–Prenzlauer Berg,(030) 654 948 12
La Margherita,Pizzeria,Danziger Str. 35,10435 Berlin–Prenzlauer Berg,None
La Muse Gueule,Franzoesisches Restaurant,Sredzkistr. 14,10435 Berlin–Prenzlauer Berg,(030) 432 065 96
La Soupe Populaire,Gourmetrestaurant,Prenzlauer Allee 242,10405 Berlin–Prenzlauer Berg,None
La Vong,Vietnamesisches Restaurant,Stargarder Str. 65-66,10437 Berlin–Prenzlauer Berg,None
Le Bon Coin,Internationales Restaurant,Kollwitzstr. 42,10405 Berlin–Prenzlauer Berg,None
Lecker & Satt,Imbiss,Grellstraße 40,10409 Berlin–Prenzlauer Berg,None
Leibhaftig,Bayerisches Restaurant,Metzer Str. 30,10405 Berlin–Prenzlauer Berg,(030) 548 150 39
Lemon Grass Scent,Asiatisches Restaurant,Schwedter Str. 12,10119 Berlin–Prenzlauer Berg,(030) 405 769 85
Les Valseuses,Franzoesisches Restaurant,Eberswalder Str. 28,10437 Berlin–Prenzlauer Berg,(030) 755 220 32
Leutemanns Pasteten und Feinkost,Deutsches Restaurant,Bötzowstr. 23,10407 Berlin–Prenzlauer Berg,(030) 547 319 29
Lia's Kitchen - 100% Vegan,Veganes Restaurant,Kollwitzstr. 47,10405 Berlin–Prenzlauer Berg,(030) 683 246 37
Lorbeer Restaurant,Deutsches Restaurant,Pappelallee 77,10437 Berlin–Prenzlauer Berg,(030) 263 493 30
Lucky Leek,Veganes Restaurant,Kollwitzstr. 54,10405 Berlin–Prenzlauer Berg,None
Mamas Banh,Vietnamesisches Restaurant,Hufelandstraße 31,10407 Berlin–Prenzlauer Berg,None
Mamay,Vietnamesisches Restaurant,Schönhauser Allee 61,10437 Berlin–Prenzlauer Berg,None
Mami Camilla,Italienisches Restaurant,Hufelandstr. 36,10407 Berlin–Prenzlauer Berg,(030) 960 832 28
Indisches Restaurant Manjodh,Indisches Restaurant,Bornholmer Str. 88,10439 Berlin–Prenzlauer Berg,(030) 547 140 44
MaoThai Restaurant,Thailaendisches Restaurant,Wörther Str. 30,10405 Berlin–Prenzlauer Berg,(030) 441 926 1
Maria Bonita,Mexikanisches Restaurant,Danziger Str. 33,10435 Berlin–Prenzlauer Berg,(0176) 365 269 55
MarienBurgerie,Burger,Marienburger Str. 47,10405 Berlin–Prenzlauer Berg,(030) 303 405 15
Marina Blu,Italienisches Restaurant,Weinbergsweg 8a,10119 Berlin–Prenzlauer Berg,None
Marubi Ramen,Japanisches Restaurant,Schönhauser Allee 177,10119 Berlin–Prenzlauer Berg,None
Masel Topf,Internationales Restaurant,Rykestr. 2,10405 Berlin–Prenzlauer Berg,None
Restaurant Massai Berlin,Afrikanisches Restaurant,Lychener Str. 12,10437 Berlin–Prenzlauer Berg,None
Master Chi,Asiatisches Restaurant,Knaackstr. 99,10435 Berlin–Prenzlauer Berg,None
China-Restaurant Mayflower,Chinesisches Restaurant,Greifenhagener Str. 27,10437 Berlin–Prenzlauer Berg,(030) 445 027 7
McDonald's,Fast Food,Greifswalder Str. 80,10405 Berlin–Prenzlauer Berg,(030) 400 432 50
Meena Kumari - Indisches Restaurant,Indisches Restaurant,Lychener Str. 9,10437 Berlin–Prenzlauer Berg,(030) 440 525 45
Meierei,Bistro,Kollwitzstr. 42,10405 Berlin–Prenzlauer Berg,(030) 921 295 73
Meraba Neuland Döner,Imbiss,Greifswalder Str. 32,10405 Berlin–Prenzlauer Berg,None
metime food,Bistro,Pasteurstr. 18,10407 Berlin–Prenzlauer Berg,(030) 420 209 66
Mezze Bar by MontRaw,Mediterranes Restaurant,Straßburger Str. 3,10405 Berlin–Prenzlauer Berg,None
Minh Quang,Thailaendisches Restaurant,Greifswalder Str. 216 - Ecke Immanuelkirchstr.,10405 Berlin–Prenzlauer Berg,(030) 443 520 62
Minty Eatery & Bar,Vietnamesisches Restaurant,Schönhauser Allee 134,10437 Berlin–Prenzlauer Berg,None
Mitho Cha!,Asiatisches Restaurant,Rykestr. 40,10405 Berlin–Prenzlauer Berg,(030) 440 414 55
Moc,Asiatisches Restaurant,Lychener Str. 28,10437 Berlin–Prenzlauer Berg,(030) 440 489 20
Mozzarella Bar & Bottega,Italienisches Restaurant,Auguststr. 34,10119 Berlin–Prenzlauer Berg,None
Mr. Le,Vietnamesisches Restaurant,Schönhauser Allee 140,10437 Berlin–Prenzlauer Berg,None
Mrs. Robinson's,Internationales Restaurant,Pappelallee 29,10437 Berlin–Prenzlauer Berg,(030) 546 228 39
Nabil Falafel Schawarma,Imbiss,Erich-Weinert-Str. 55,10439 Berlin–Prenzlauer Berg,(030) 257 688 66
Neugrüns Köche,Internationales Restaurant,Schönhauser Allee 135a,10437 Berlin–Prenzlauer Berg,(030) 440 120 92
Nha Toi,Vietnamesisches Restaurant,Schönhauser Allee 157,10435 Berlin–Prenzlauer Berg,None
Nhat-Nguyet Quan,Vietnamesisches Restaurant,Hufelandstr. 26,10407 Berlin–Prenzlauer Berg,None
Noi Original Kaizen,Asiatisches Restaurant,Schönhauser Allee 72a,10437 Berlin–Prenzlauer Berg,(030) 400 452 26
Nom Nom Berlin,Internationales Restaurant,Schönhauser Allee 44,10435 Berlin–Prenzlauer Berg,None
Nordsee,Fast Food,Schönhauser Allee 80,10439 Berlin–Prenzlauer Berg,(030) 411 989 09
Nürnberger Wirtshaus,Deutsches Restaurant,Sredzkistr. 30,10435 Berlin–Prenzlauer Berg,(030) 486 250 01
Oderquelle,Deutsches Restaurant,Oderberger Str. 27,10435 Berlin–Prenzlauer Berg,(030) 440 080 80
Oishii Hot Dog,Japanisches Restaurant,Schönhauser Allee 65,10437 Berlin–Prenzlauer Berg,None
Oishinbo,Japanisches Restaurant,Lychener Str. 46,10437 Berlin–Prenzlauer Berg,None
Omoni,Koreanisches Restaurant,Kopenhagener Str. 14,10437 Berlin–Prenzlauer Berg,(030) 236 192 44
Onkel Ho,Vietnamesisches Restaurant,Gleimstr. 10a,10437 Berlin–Prenzlauer Berg,None
Orlando Berlin,Italienisches Restaurant,Rhinower Str. 10,10437 Berlin–Prenzlauer Berg,(030) 235 675 55
Bulut & Yanik GbR,Tuerkisches Restaurant,Pappelallee 15,10437 Berlin–Prenzlauer Berg,(0172) 274 466 2
Osteria Fiorello,Italienisches Restaurant,Husemannstr. 10,10435 Berlin–Prenzlauer Berg,None
Osteria Treesanti,Italienisches Restaurant,Prenzlauer Allee 41,10405 Berlin–Prenzlauer Berg,(030) 440 172 37
Pane e Vino,Italienisches Restaurant,Kastanienallee 2,10435 Berlin–Prenzlauer Berg,(0174) 722 837 4
Papa Nô,Asiatisches Restaurant,Danziger Str. 11,10435 Berlin–Prenzlauer Berg,(030) 405 0455 132
Pappa e Ciccia,Italienisches Restaurant,Schwedter Str. 18,10119 Berlin–Prenzlauer Berg,(030) 616 208 01
Pasta & Passione,Italienisches Restaurant,Kastanienallee 94,10435 Berlin–Prenzlauer Berg,(030) 405 009 20
Pasta & Vino,Italienisches Restaurant,Stargarder Str. 72,10437 Berlin–Prenzlauer Berg,(030) 609 479 17
Pasternak,Russisches Restaurant,Knaackstr. 22-24,10405 Berlin–Prenzlauer Berg,None
Pizza Max,Pizzaservice,Winsstr. 1,10405 Berlin–Prenzlauer Berg,(030) 440 686 1
Pizza Nostra,Italienisches Restaurant,Lychener Str. 2-4,10437 Berlin–Prenzlauer Berg,(030) 417 170 00
Pizza Pane,Italienisches Restaurant,Kastanienallee 28,10435 Berlin–Prenzlauer Berg,(0176) 693 962 60
Pizzare,Pizzeria,Eberswalder Str. 21,10437 Berlin–Prenzlauer Berg,None
PocoLoco - Cantina Mexicana,Mexikanisches Restaurant,Oderberger Str. 52,10435 Berlin–Prenzlauer Berg,(030) 440 348 96
Arabisches & Libanesisches Restaurant Qadmous,Libanesisches Restaurant,Am Friedrichshain 1,10407 Berlin–Prenzlauer Berg,(030) 424 625 5
Red Dragon,Asiatisches Restaurant,Danziger Str. 29,10435 Berlin–Prenzlauer Berg,(030) 442 996 5
Restaurant Breslau,Polnisches Restaurant,Sredzkistr. 67,10405 Berlin–Prenzlauer Berg,(030) 914 410 17
Restaurant Merhaba,Arabisches Restaurant,Greifswalderstr. 4 - im Haus der Demokratie,10405 Berlin–Prenzlauer Berg,(030) 488 279 40
Restaurant Remi,Europaeisches Restaurant,Torstr. 48,10119 Berlin–Prenzlauer Berg,(030) 275 930 90
Restaurant Schust,Deutsches Restaurant,Eberswalder Str. 34,10437 Berlin–Prenzlauer Berg,(030) 417 140 53
Restaurant Tsomi,Georgisches Restaurant,Kollwitzstr. 66,10435 Berlin–Prenzlauer Berg,(030) 440 404 99
Restorani Tbilisi,Georgisches Restaurant,Schönfließer Str. 15,10439 Berlin–Prenzlauer Berg,None
Rocca Pizza & Pasta,Pizzeria,Gleimstr. 11,10437 Berlin–Prenzlauer Berg,(030) 286 641 78
Rodolfo's,Tapasbar,Choriner Str. 62,10435 Berlin–Prenzlauer Berg,None
Roji - Godai no Sekai,Japanisches Restaurant,Oderberger Str. 11,10435 Berlin–Prenzlauer Berg,None
Rou,Vietnamesisches Restaurant,Schwedter Str. 25,10119 Berlin–Prenzlauer Berg,(030) 440 120 25
Ryong,Vietnamesisches Restaurant,Torstr. 59,10119 Berlin–Prenzlauer Berg,(030) 303 070 47
Salt n Bone,Amerikanisches Restaurant,Schliemannstr. 31,10437 Berlin–Prenzlauer Berg,(030) 914 488 85
San Marco,Italienisches Restaurant,Schönhauser Allee 102,10439 Berlin–Prenzlauer Berg,(030) 445 702 9
Sasaya,Japanisches Restaurant,Lychener Str. 50,10437 Berlin–Prenzlauer Berg,(030) 447 177 21
Savanna,Afrikanisches Restaurant,Sredzkistr. 26,10435 Berlin–Prenzlauer Berg,(030) 443 186 21
Schall und Rauch,Internationales Restaurant,Gleimstr. 23,10437 Berlin–Prenzlauer Berg,None
Schankwirtschaft Seeblick,Deutsches Restaurant,Rykestr. 14,10405 Berlin–Prenzlauer Berg,(030) 442 922 6
SchillerBurger,Imbiss,Kastanienallee 24,10435 Berlin–Prenzlauer Berg,(030) 970 036 70
Schneiderei,Mediterranes Restaurant,Dunckerstr. 69,10437 Berlin–Prenzlauer Berg,None
Schnitzelkönig,Deutsches Restaurant,Greifswalder Str. 50,10405 Berlin–Prenzlauer Berg,(030) 420 234 20
Shya,Japanisches Restaurant,Rosenthaler Str. 3,10119 Berlin–Prenzlauer Berg,None
Si An Gastronomie GmbH,Vietnamesisches Restaurant,Rykestr. 36,10405 Berlin–Prenzlauer Berg,(030) 405 057 75
Simply…,Englisches Restaurant,Pasteurstr. 2,10407 Berlin–Prenzlauer Berg,(030) 944 026 03
Smokey Greens,Veganes Restaurant,Oderberger Str. 41,10435 Berlin–Prenzlauer Berg,(030) 250 976 71
Solo Pizza,Imbiss,Danziger Str. 7,10435 Berlin–Prenzlauer Berg,(030) 440 105 36
Song Nguu,Vietnamesisches Restaurant,Am Falkplatz 5,10437 Berlin–Prenzlauer Berg,(030) 639 658 69
South's,Chinesisches Restaurant,Ostseestr. 79-81,10409 Berlin–Prenzlauer Berg,(030) 424 623 8
DDR Speisegaststätte Pila,Deutsches Restaurant,Prenzlauer Allee 26,10405 Berlin–Prenzlauer Berg,(030) 936 223 03
Spreegold GmbH,Internationales Restaurant,Stargarder Str. 82,10437 Berlin–Prenzlauer Berg,(030) 375 879 80
Standard - Serious Pizza,Pizzeria,Templiner Str. 7,10119 Berlin–Prenzlauer Berg,(030) 486 256 14
Standard Serious Pizza,Pizzeria,Torstr. 102,10119 Berlin–Prenzlauer Berg,None
Subway,Fast Food,Schönhauser Allee 78,10437 Berlin–Prenzlauer Berg,None
Sumo Sushi Berlin,Sushirestaurant,Kastanienallee 24,10435 Berlin–Prenzlauer Berg,(030) 443 561 30
Suppen Cult,Suppenbar,Prenzlauer Allee 42,10405 Berlin–Prenzlauer Berg,(030) 473 789 49
Suriya Kanthi,Srilankisches Restaurant,Knaackstr. 4,10405 Berlin–Prenzlauer Berg,(030) 442 530 1
Sushi Number One,Sushirestaurant,Stargarder Str. 13,10437 Berlin–Prenzlauer Berg,None
Swaad,Indisches Restaurant,Erich-Weinert-Str. 55,10439 Berlin–Prenzlauer Berg,(030) 428 043 47
Tabeyo Sushi,Sushirestaurant,Danziger Str. 12,10435 Berlin–Prenzlauer Berg,(030) 443 574 02
Taco Dealer,Mexikanisches Restaurant,Danziger Straße 26,10435 Berlin–Prenzlauer Berg,(030) 339 522 94
Takumi Nine,Japanisches Restaurant,Pappelallee 19,10437 Berlin–Prenzlauer Berg,(030) 443 552 22
Taleh Thai,Thailaendisches Restaurant,Käthe-Niederkirchner-Str. 14,10407 Berlin–Prenzlauer Berg,None
Taverna Apollon,Griechisches Restaurant,Danziger Str. 72,10435 Berlin–Prenzlauer Berg,(030) 442 610 4
Thai Aroma,Thailaendisches Restaurant,Dunckerstr. 18,10437 Berlin–Prenzlauer Berg,None
Thai Duong,Asiatisches Restaurant,Danziger Str. 13,10435 Berlin–Prenzlauer Berg,(030) 546 105 98
Thanh,Vietnamesisches Restaurant,Göhrener Str. 6,10437 Berlin–Prenzlauer Berg,(030) 787 175 33
The Bird in Berlin UG,Burger,Am Falkplatz 5,10437 Berlin–Prenzlauer Berg,(030) 510 532 83
The Klub Kitchen,Kantine,Almstadtstr. 9-11,10119 Berlin–Prenzlauer Berg,(030) 234 558 77
The Pho Bar,Vietnamesisches Restaurant,Rykestr. 18,10405 Berlin–Prenzlauer Berg,None
The Store Kitchen,Internationales Restaurant,Torstr. 1,10119 Berlin–Prenzlauer Berg,(030) 405 044 550
Thüringer Stuben,Deutsches Restaurant,Stargarder Str. 28,10437 Berlin–Prenzlauer Berg,(030) 446 333 9
Thuy Nga,Vietnamesisches Restaurant,Pappelallee 19,10437 Berlin–Prenzlauer Berg,(030) 501 793 06
Trattoria Felice,Italienisches Restaurant,Lychener Str. 41,10437 Berlin–Prenzlauer Berg,None
Trattoria Terra Sarda,Italienisches Restaurant,Stahlheimer Str. 30,10439 Berlin–Prenzlauer Berg,None
Trattoria Zoe,Italienisches Restaurant,Senefelderstr. 10,10437 Berlin–Prenzlauer Berg,None
Tres Tapas,Spanisches Restaurant,Lychener Str. 30,10437 Berlin–Prenzlauer Berg,None
Umami,Asiatisches Restaurant,Knaackstr. 16,10405 Berlin–Prenzlauer Berg,(030) 288 606 26
Unsicht-Bar,Dunkelrestaurant,Saarbrücker Str. 36-38,10405 Berlin–Prenzlauer Berg,(030) 747 491 23
Ushido,Japanisches Restaurant,Lychener Str. 18,10437 Berlin–Prenzlauer Berg,(030) 552 424 48
Van Anh,Vietnamesisches Restaurant,Oderberger Str. 7,10435 Berlin–Prenzlauer Berg,None
Varga Hennecke,Mediterranes Restaurant,Oderberger Str. 14,10435 Berlin–Prenzlauer Berg,(030) 443 248 43
Vedang plant burger,Burger,Kastanienallee 3,10435 Berlin–Prenzlauer Berg,None
Vedi's Indisches Restaurant,Indisches Restaurant,Schönhauser Allee 142,10437 Berlin–Prenzlauer Berg,(030) 448 517 2
Vegano Flavors,Veganes Restaurant,Raumerstr. 6,10437 Berlin–Prenzlauer Berg,(0170) 436 714 4
Villa Rodizio,Brasilianisches Restaurant,Milastr. 2,10437 Berlin–Prenzlauer Berg,(030) 440 469 00
Vincent Vegan,Veganes Restaurant,Schönhauser Allee 80,10439 Berlin–Prenzlauer Berg,(030) 275 875 21
Vinpearl Restaurant,Asiatisches Restaurant,Raumerstr. 14a,10437 Berlin–Prenzlauer Berg,(030) 473 775 13
Voland,Russisches Restaurant,Wichertstr. 63,10439 Berlin–Prenzlauer Berg,(030) 444 042 2
Walid Speisemeisterei,Deutsches Restaurant,Wichertstr. 55,10439 Berlin–Prenzlauer Berg,(0152) 108 028 12
Willis Restaurant,Asiatisches Restaurant,Wisbyer Str. 4,10439 Berlin–Prenzlauer Berg,None
Wok Show,Chinesisches Restaurant,Greifenhagener Str. 31,10437 Berlin–Prenzlauer Berg,(030) 439 118 57
Yama,Japanisches Restaurant,Marienburger Str. 48,10405 Berlin–Prenzlauer Berg,(030) 440 457 06
Yummy Mummy Vegan Bistro,Veganes Restaurant,Raumerstr. 12,10437 Berlin–Prenzlauer Berg,(0174) 821 048 5
Restaurant Zaika,Indisches Restaurant,Wichertstr. 57,10439 Berlin–Prenzlauer Berg,(030) 400 034 35
Zaim Restaurant,Mediterranes Restaurant,Kastanienallee 15 - Ecke Oderberger Str.,10435 Berlin–Prenzlauer Berg,(030) 440 336 87
Zia Maria,Pizzeria,Pappelallee 32a,10437 Berlin–Prenzlauer Berg,(0173) 36 72 139
Ziervogels Kult-Curry,Imbiss,Schönhauser Allee 20,10435 Berlin–Prenzlauer Berg,(030) 473 771 00
Zula,Aegyptisches Restaurant,Husemannstr. 10,10435 Berlin–Prenzlauer Berg,(030) 417 151 00
Zum Bayernmichel,Bayerisches Restaurant,Bornholmer Str. 87,10439 Berlin–Prenzlauer Berg,(030) 444 304 4
Zum dritten Mann,Alpenlaendisches Restaurant,Kollwitzstr. 87,10435 Berlin–Prenzlauer Berg,(030) 405 050 18
Zum Schusterjungen,Deutsches Restaurant,Danziger Str. 9,10435 Berlin–Prenzlauer Berg,(030) 442 765 4
Zur Haxe,Deutsches Restaurant,Erich-Weinert-Str. 128,10409 Berlin–Prenzlauer Berg,(030) 421 631 2
26 Shibuya,Sushirestaurant,Kastanienallee 26,10435 Berlin–Prenzlauer Berg,(030) 940 477 41
Aanjal,Indisches Restaurant,Oranienburger Str. 92,13437 Berlin–Reinickendorf,(030) 417 065 72
Alte Waldschänke - Wiesenstein Speisenmeisterei,Deutsches Restaurant,Karolinenstr. 9,13507 Berlin–Reinickendorf,(030) 437 306 79
Ariston Taverna Hellas,Griechisches Restaurant,Markstr. 20,13409 Berlin–Reinickendorf,(030) 437 376 43
Asado Steakhaus,Steakhaus,Scharnweberstr. 67,13405 Berlin–Reinickendorf,(030) 413 831 3
Asiana Village,Asiatisches Restaurant,Wilhelmsruher Damm 231,13435 Berlin–Reinickendorf,(030) 407 290 00
Aventuras,Mexikanisches Restaurant,Holzhauser Str. 59,13509 Berlin–Reinickendorf,None
Becerro Steakhaus,Steakhaus,Eichborndamm 297,13437 Berlin–Reinickendorf,(030) 411 900 99
Hotel am Borsigturm Betriebs GmbH,Internationales Restaurant,Am Borsigturm 1 - Im Hotel am Borsigturm,13507 Berlin–Reinickendorf,(030) 430 360 00
Call a Pizza,Pizzaservice,Roedernallee 17,13407 Berlin–Reinickendorf,(030) 414 200 7
Call a Pizza,Pizzaservice,Schloßstr. 20,13507 Berlin–Reinickendorf,(030) 433 611 4
China-Restaurant Pong's,Chinesisches Restaurant,Jörsstr. 14,13505 Berlin–Reinickendorf,(030) 436 207 0
Da Mingiu,Pizzeria,Eichborndamm 257,13437 Berlin–Reinickendorf,(030) 411 531 7
Daily Fresh,Bistro,Kurt-Schumacher-Damm 2,13405 Berlin–Reinickendorf,(030) 351 076 88
Restaurant Darjiling GbR,Indisches Restaurant,Alt-Tegel 25,13507 Berlin–Reinickendorf,(030) 430 045 65
Dicke Paula,Deutsches Restaurant,Schlieperstr. 69,13507 Berlin–Reinickendorf,None
Restaurant Dionysos,Griechisches Restaurant,Zabel-Krüger-Damm 35,13469 Berlin–Reinickendorf,(030) 403 989 84
Ditsch,Fast Food,Am Borsigturm 2,13507 Berlin–Reinickendorf,(030) 434 023 57
Domino's Pizza Deutschland GmbH,Pizzaservice,Markstr. 23-24,13409 Berlin–Reinickendorf,(030) 456 088 0
Domino's Pizza Deutschland GmbH,Pizzaservice,Eichborndamm 292,13437 Berlin–Reinickendorf,(030) 644 940 914
Don Giuseppe,Italienisches Restaurant,Berliner Str. 14,13507 Berlin–Reinickendorf,None
Doreedos,Argentinisches Restaurant,Kurt-Schumacher-Damm 2-6,13405 Berlin–Reinickendorf,(030) 409 986 01
Dubrovnik Grill,Kroatisches Restaurant,Berliner Str. 54b,13507 Berlin–Reinickendorf,(030) 432 604 6
El Dorando,Argentinisches Restaurant,Alt-Reinickendorf 62,13407 Berlin–Reinickendorf,(030) 498 797 38
Fishermans - Das Fischrestaurant,Fischrestaurant,Eisenhammerweg 20,13507 Berlin–Reinickendorf,(030) 437 464 70
"Gasthof & Pension ""Zur Dorfquelle"" Fam. Held",Deutsches Restaurant,Alt-Wittenau 36a,13437 Berlin–Reinickendorf,(030) 411 260 0
Hax'nhaus,Deutsches Restaurant,Alt-Tegel 2,13507 Berlin–Reinickendorf,(030) 433 903 4
How How China Restaurant,Chinesisches Restaurant,Oranienburger Str. 168-169,13437 Berlin–Reinickendorf,(030) 416 546 9
Il Carpaccio,Italienisches Restaurant,Alt-Wittenau 39,13437 Berlin–Reinickendorf,(030) 414 108 8
